PUBLISHER,DECIMALS,PRICE,TIMESTAMP,NEW_PAIR_ID,SOURCE,VOLUME
SKYNET_TRADING,8,51076.365,1708707110,BTC/USD,SKYNET_TRADING,2.98439200695e+24
FLOWDESK,8,51047.95328299,1708707067,BTC/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708707183,USDC/USD,SKYNET_TRADING,15258140946375000000
FLOWDESK,6,99.995,1708707067,USDC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707183,DAI/USD,SKYNET_TRADING,1.25140672209e+22
FLOWDESK,8,0.00999852,1708707067,DAI/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51069.64,1708707183,BTC/USD,SKYNET_TRADING,2.9896167256e+24
FLOWDESK,8,51047.95328299,1708707067,BTC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707183,DAI/USD,SKYNET_TRADING,1.25140672209e+22
FLOWDESK,8,0.00999852,1708707067,DAI/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2935.12116666,1708707183,ETH/USD,SKYNET_TRADING,1.357933807755249e+24
FLOWDESK,8,2935.88559269,1708707067,ETH/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707237,DAI/USD,SKYNET_TRADING,1.25177733996e+22
FLOWDESK,8,0.00999852,1708707067,DAI/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707237,DAI/USD,SKYNET_TRADING,1.25177733996e+22
FLOWDESK,8,0.00999852,1708707067,DAI/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2935.0545,1708707237,ETH/USD,SKYNET_TRADING,1.35998685312e+24
FLOWDESK,8,2935.88559269,1708707067,ETH/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708707237,USDC/USD,SKYNET_TRADING,15258640928875000000
FLOWDESK,6,99.995,1708707067,USDC/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51076.12,1708707237,BTC/USD,SKYNET_TRADING,2.9945929156e+24
FLOWDESK,8,51047.95328299,1708707067,BTC/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2934.25166666,1708707296,ETH/USD,SKYNET_TRADING,1.360377757696909e+24
FLOWDESK,8,2934.87292126,1708707261,ETH/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707296,DAI/USD,SKYNET_TRADING,1.25177833893e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708707296,USDC/USD,SKYNET_TRADING,15259316905215000000
FLOWDESK,6,99.995,1708707261,USDC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707296,DAI/USD,SKYNET_TRADING,1.25177833893e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51047.71833333,1708707296,BTC/USD,SKYNET_TRADING,2.9939486802498045e+24
FLOWDESK,8,51063.89882219,1708707261,BTC/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708707370,USDC/USD,SKYNET_TRADING,15257293976020000000
FLOWDESK,6,99.995,1708707261,USDC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707370,DAI/USD,SKYNET_TRADING,1.25167244811e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707370,DAI/USD,SKYNET_TRADING,1.25167244811e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2933.48116666,1708707370,ETH/USD,SKYNET_TRADING,1.3604605606619082e+24
FLOWDESK,8,2934.87292126,1708707261,ETH/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51022.64666666,1708707370,BTC/USD,SKYNET_TRADING,2.994008906399609e+24
FLOWDESK,8,51063.89882219,1708707261,BTC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707428,DAI/USD,SKYNET_TRADING,1.25159253051e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,6,1,1708706844,USDC/USD,BITSTAMP,0
NETHERMIND,6,1.0005,1708706846,USDC/USD,CEX,31581383800500
NETHERMIND,6,1,1708706845,USDC/USD,COINBASE,0
NETHERMIND,6,0.999937,1708706846,USDC/USD,KAIKO,24306151464354497000
SKYNET_TRADING,6,0.999965,1708707428,USDC/USD,SKYNET_TRADING,15255296045950000000
FLOWDESK,6,99.995,1708707261,USDC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897,1708707428,DAI/USD,SKYNET_TRADING,1.25159253051e+22
FLOWDESK,8,0.00999852,1708707261,DAI/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2931.77,1708707428,ETH/USD,SKYNET_TRADING,1.3605758216e+24
FLOWDESK,8,2934.87292126,1708707261,ETH/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51007.23666666,1708707428,BTC/USD,SKYNET_TRADING,2.9951449370662754e+24
FLOWDESK,8,51063.89882219,1708707261,BTC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
SKYNET_TRADING,8,0.99897333,1708707485,DAI/USD,SKYNET_TRADING,1.2525826892871e+22
FLOWDESK,8,0.00999852,1708707458,DAI/USD,FLOWDESK,0
NETHERMIND,8,2927.4,1708706843,ETH/USD,BITSTAMP,0
NETHERMIND,8,2920,1708706846,ETH/USD,CEX,401639546800000000000
NETHERMIND,8,2926.42,1708706845,ETH/USD,COINBASE,0
NETHERMIND,8,2926.9,1708706847,ETH/USD,ASCENDEX,2.037532166e+21
NETHERMIND,8,2927.94,1708706845,ETH/USD,OKX,6.49284761116554e+24
NETHERMIND,8,2919.14,1708706845,ETH/USD,GECKOTERMINAL,3.246750274495304e+28
NETHERMIND,8,2942.2781742,1708706846,ETH/USD,KAIKO,3.933970512162338e+24
SKYNET_TRADING,8,2932.31783333,1708707485,ETH/USD,SKYNET_TRADING,1.3619150176901186e+24
FLOWDESK,8,2934.03286651,1708707458,ETH/USD,FLOWDESK,0
NETHERMIND,8,50929,1708706843,BTC/USD,BITSTAMP,0
NETHERMIND,8,50650,1708706846,BTC/USD,CEX,700072194650000000000
NETHERMIND,8,50918.27999999,1708706845,BTC/USD,COINBASE,0
NETHERMIND,8,50853,1708706846,BTC/USD,ASCENDEX,1.927582965e+21
NETHERMIND,8,50940.7,1708706844,BTC/USD,OKX,8.0344764208608e+24
NETHERMIND,8,50945.61,1708706845,BTC/USD,GECKOTERMINAL,3.8982452828136657e+28
NETHERMIND,8,51022.92404605,1708706846,BTC/USD,KAIKO,7.937408018251247e+24
NETHERMIND,8,50848,1708704740,BTC/USD,DEFILLAMA,0
SKYNET_TRADING,8,51028.73333333,1708707485,BTC/USD,SKYNET_TRADING,2.997427795999804e+24
FLOWDESK,8,51041.51523671,1708707458,BTC/USD,FLOWDESK,0
NETHERMIND,8,0.99489,1708706843,DAI/USD,BITSTAMP,0
NETHERMIND,8,0.997,1708706846,DAI/USD,CEX,21215528240980000000
NETHERMIND,8,0.99985,1708706846,DAI/USD,COINBASE,0
NETHERMIND,8,0.99967644,1708706846,DAI/USD,KAIKO,3.3512825030307696e+22
